run	target	task	rms	r	p	q
734595.5087	sol	fix	0.478	0.000	1.000	0.95
734595.5087	sol	sacc	1.996	0.723	0.000	1.00
734595.5087	sol	spem	1.627	0.890	0.000	0.97
734595.5087	sol	vergst	3.461	0.061	0.000	0.97
734595.5087	sol	vergtr	2.679	0.208	0.000	0.95
734595.5447	CSM	fix	0.527	0.000	1.000	1.00
734595.5447	CSM	sacc	2.263	0.615	0.000	1.00
734595.5447	CSM	spem	2.400	0.753	0.000	0.97
734595.5447	CSM	vergst	3.109	0.032	0.051	1.00
734595.5447	CSM	vergtr	3.106	0.025	0.333	0.99
734595.5522	CSM	fix	0.725	0.000	1.000	0.94
734595.5522	CSM	sacc	2.329	0.539	0.000	0.95
734595.5522	CSM	spem	2.938	0.575	0.000	0.97
734595.5522	CSM	vergst	0.763	0.110	0.002	0.98
734595.5522	CSM	vergtr	0.798	0.134	0.000	0.96
734595.5596	CSM	fix	0.402	0.000	1.000	0.94
734595.5596	CSM	sacc	2.348	0.565	0.000	0.97
734595.5596	CSM	spem	2.806	0.612	0.000	1.00
734595.5596	CSM	vergst	2.944	0.089	0.000	0.96
734595.5596	CSM	vergtr	2.126	0.226	0.000	0.86
734595.5674	CSM	fix	0.330	0.000	1.000	0.98
734595.5674	CSM	sacc	2.222	0.644	0.000	1.00
734595.5674	CSM	spem	2.124	0.804	0.000	1.00
734595.5674	CSM	vergst	0.359	0.142	0.000	1.00
734595.5674	CSM	vergtr	0.399	0.158	0.000	1.00
734595.5752	CSM	fix	0.418	0.000	1.000	0.99
734595.5752	CSM	sacc	2.201	0.632	0.000	1.00
734595.5752	CSM	spem	1.980	0.837	0.000	1.00
734595.5752	CSM	vergst	3.019	0.045	0.002	1.00
734595.5752	CSM	vergtr	2.389	0.138	0.000	1.00
734596.3866	sol	fix	0.480	0.000	1.000	0.99
734596.3866	sol	sacc	1.931	0.745	0.000	0.95
734596.3866	sol	spem	1.878	0.864	0.000	0.92
734596.3866	sol	vergst	3.256	0.046	0.026	0.98
734596.3866	sol	vergtr	3.245	0.015	0.311	0.99
734596.4057	sol	fix	0.351	0.000	1.000	0.97
734596.4057	sol	sacc	1.978	0.751	0.000	0.97
734596.4057	sol	spem	1.895	0.870	0.000	0.97
734596.4057	sol	vergst	0.418	0.068	0.005	0.97
734596.4057	sol	vergtr	0.426	0.026	0.158	0.97
734596.413 	sol	fix	0.274	0.000	1.000	0.98
734596.413 	sol	sacc	1.995	0.768	0.000	0.99
734596.413 	sol	spem	1.844	0.882	0.000	0.98
734596.413 	sol	vergst	3.993	0.056	0.115	0.98
734596.413 	sol	vergtr	3.173	0.203	0.105	0.99
734596.4206	sol	fix	0.388	0.000	1.000	0.98
734596.4206	sol	sacc	2.058	0.722	0.000	0.96
734596.4206	sol	spem	1.793	0.886	0.000	0.98
734596.4206	sol	vergst	0.419	0.093	0.000	0.98
734596.4206	sol	vergtr	0.461	0.027	0.105	0.98
734596.4285	sol	fix	0.298	0.000	1.000	0.98
734596.4285	sol	sacc	1.951	0.755	0.000	0.99
734596.4285	sol	spem	1.824	0.883	0.000	0.99
734596.4285	sol	vergst	3.913	0.054	0.033	0.98
734596.4285	sol	vergtr	2.866	0.225	0.000	0.99
734596.455 	sol	fix	0.300	0.000	1.000	0.97
734596.455 	sol	sacc	2.004	0.672	0.000	0.91
734596.455 	sol	spem	1.985	0.832	0.000	0.92
734596.455 	sol	vergst	3.682	0.048	0.000	0.91
734596.455 	sol	vergtr	3.693	0.015	0.369	0.97
734596.4623	sol	fix	0.581	0.000	1.000	0.82
734596.4623	sol	sacc	2.367	0.576	0.000	0.60
734596.4623	sol	spem	2.467	0.596	0.000	0.49
734596.4623	sol	vergst	0.560	0.175	0.016	0.82
734596.4623	sol	vergtr	0.632	0.075	0.012	0.82
734596.4702	sol	fix	0.912	0.000	1.000	0.66
734596.4702	sol	sacc	2.132	0.551	0.000	0.61
734596.4702	sol	spem	2.409	0.644	0.000	0.52
734596.4702	sol	vergst	4.081	0.049	0.221	0.66
734596.4702	sol	vergtr	2.767	0.142	0.000	0.77
734596.4839	sol	fix	0.562	0.000	1.000	0.80
734596.4839	sol	sacc	2.403	0.566	0.000	0.61
734596.4839	sol	spem	2.045	0.706	0.000	0.62
734596.4839	sol	vergst	0.527	0.195	0.047	0.57
734596.4839	sol	vergtr	0.573	0.126	0.000	0.41
734596.4915	sol	fix	1.118	0.000	1.000	0.69
734596.4915	sol	sacc	2.897	0.540	0.000	0.64
734596.4915	sol	spem	2.855	0.739	0.000	0.66
734596.4915	sol	vergst	5.017	0.050	0.189	0.62
734596.4915	sol	vergtr	3.583	0.118	0.071	0.59
734596.5041	CSM	fix	0.326	0.000	1.000	0.97
734596.5041	CSM	sacc	2.135	0.714	0.000	0.99
734596.5041	CSM	spem	2.455	0.766	0.000	0.99
734596.5041	CSM	vergst	3.567	0.059	0.022	0.99
734596.5041	CSM	vergtr	3.557	0.017	0.264	0.99
734596.5117	CSM	fix	0.429	0.000	1.000	0.98
734596.5117	CSM	sacc	2.028	0.690	0.000	0.90
734596.5117	CSM	spem	2.448	0.720	0.000	0.83
734596.5117	CSM	vergst	0.447	0.096	0.000	1.00
734596.5117	CSM	vergtr	0.486	0.119	0.011	1.00
734596.5206	CSM	fix	0.323	0.000	1.000	0.99
734596.5206	CSM	sacc	2.093	0.667	0.000	0.89
734596.5206	CSM	spem	2.383	0.723	0.000	0.83
734596.5206	CSM	vergst	3.023	0.044	0.086	1.00
734596.5206	CSM	vergtr	2.670	0.084	0.000	1.00
734596.5376	CSM	fix	0.701	0.000	1.000	0.74
734596.5376	CSM	sacc	2.090	0.704	0.000	0.89
734596.5376	CSM	spem	2.167	0.789	0.000	0.82
734596.5376	CSM	vergst	0.833	0.100	0.001	1.00
734596.5376	CSM	vergtr	0.821	0.090	0.000	1.00
734596.5439	CSM	fix	0.313	0.000	1.000	0.99
734596.5439	CSM	sacc	2.104	0.677	0.000	0.91
734596.5439	CSM	spem	2.262	0.800	0.000	0.85
734596.5439	CSM	vergst	3.792	0.057	0.005	1.00
734596.5439	CSM	vergtr	2.686	0.137	0.000	1.00
734596.5592	CSM	fix	1.100	0.000	1.000	0.68
734596.5592	CSM	sacc	2.469	0.506	0.000	0.75
734596.5592	CSM	spem	3.269	0.518	0.000	0.76
734596.5592	CSM	vergst	3.368	0.078	0.043	0.61
734596.5592	CSM	vergtr	3.388	0.060	0.045	0.77
734596.5673	CSM	fix	1.319	0.000	1.000	0.72
734596.5673	CSM	sacc	2.575	0.416	0.000	0.70
734596.5673	CSM	spem	4.094	0.202	0.000	0.57
734596.5673	CSM	vergst	1.346	0.093	0.071	0.59
734596.5673	CSM	vergtr	1.323	0.086	0.189	0.72
734596.5737	CSM	fix	1.380	0.000	1.000	0.61
734596.5737	CSM	sacc	3.101	0.198	0.000	0.63
734596.5737	CSM	spem	4.107	0.128	0.000	0.52
734596.5737	CSM	vergst	2.106	0.178	0.000	0.67
734596.5737	CSM	vergtr	2.226	0.206	0.000	0.55
734596.5886	CSM	fix	2.059	0.000	1.000	0.60
734596.5886	CSM	sacc	2.854	0.354	0.000	0.52
734596.5886	CSM	spem	3.678	0.346	0.000	0.59
734596.5886	CSM	vergst	1.992	0.192	0.115	0.52
734596.5886	CSM	vergtr	2.039	0.157	0.000	0.50
734596.5962	CSM	fix	1.293	0.000	1.000	0.89
734596.5962	CSM	sacc	2.749	0.449	0.000	0.82
734596.5962	CSM	spem	2.989	0.586	0.000	0.85
734596.5962	CSM	vergst	3.067	0.090	0.069	0.86
734596.5962	CSM	vergtr	2.607	0.053	0.038	0.81
734602.3819	sol	fix	0.715	0.000	1.000	0.86
734602.3819	sol	sacc	1.849	0.699	0.000	0.83
734602.3819	sol	spem	1.965	0.842	0.000	0.86
734602.3819	sol	vergst	4.069	0.121	0.000	0.83
734602.3819	sol	vergtr	4.084	0.035	0.054	0.86
734602.3895	sol	fix	0.754	0.000	1.000	0.79
734602.3895	sol	sacc	2.069	0.651	0.000	0.84
734602.3895	sol	spem	2.247	0.758	0.000	0.66
734602.3895	sol	vergst	0.750	0.127	0.000	0.97
734602.3895	sol	vergtr	0.804	0.046	0.037	0.85
734602.3969	sol	fix	1.480	0.000	1.000	0.54
734602.3969	sol	sacc	2.672	0.639	0.000	0.59
734602.3969	sol	spem	NaN	NaN	NaN	0.53
734602.3969	sol	vergst	NaN	NaN	NaN	0.51
734602.3969	sol	vergtr	3.786	0.198	0.000	0.54
734602.4106	sol	fix	1.108	0.000	1.000	0.54
734602.4106	sol	sacc	2.171	0.682	0.000	0.67
734602.4106	sol	spem	1.923	0.876	0.000	0.86
734602.4106	sol	vergst	1.143	0.096	0.222	0.52
734602.4106	sol	vergtr	1.189	0.106	0.132	0.41
734602.4197	sol	fix	0.961	0.000	1.000	0.39
734602.4197	sol	sacc	2.022	0.640	0.000	0.51
734602.4197	sol	spem	1.954	0.760	0.000	0.56
734602.4197	sol	vergst	4.057	0.046	0.208	0.57
734602.4197	sol	vergtr	3.082	0.210	0.000	0.62
734602.4434	sol	fix	0.514	0.000	1.000	0.98
734602.4434	sol	sacc	2.103	0.698	0.000	1.00
734602.4434	sol	spem	2.142	0.823	0.000	0.99
734602.4434	sol	vergst	3.386	0.053	0.231	0.98
734602.4434	sol	vergtr	3.389	0.055	0.142	0.99
734602.4498	sol	fix	0.529	0.000	1.000	0.98
734602.4498	sol	sacc	2.310	0.599	0.000	0.96
734602.4498	sol	spem	2.480	0.755	0.000	0.95
734602.4498	sol	vergst	0.598	0.104	0.051	0.95
734602.4498	sol	vergtr	0.616	0.044	0.228	0.95
734602.4575	sol	fix	0.742	0.000	1.000	0.90
734602.4575	sol	sacc	2.384	0.598	0.000	0.94
734602.4575	sol	spem	2.541	0.742	0.000	0.86
734602.4575	sol	vergst	3.607	0.166	0.000	0.86
734602.4575	sol	vergtr	2.670	0.211	0.000	0.92
734602.4757	sol	fix	0.266	0.000	1.000	0.72
734602.4757	sol	sacc	NaN	NaN	NaN	0.57
734602.4757	sol	spem	NaN	NaN	NaN	0.61
734602.4757	sol	vergst	0.392	0.114	0.014	0.67
734602.4757	sol	vergtr	0.384	0.148	0.000	0.60
734602.4813	sol	fix	4.818	0.000	1.000	0.23
734602.4813	sol	sacc	NaN	NaN	NaN	0.09
734602.4813	sol	spem	4.506	0.292	0.000	0.24
734602.4813	sol	vergst	4.802	0.055	0.219	0.16
734602.4813	sol	vergtr	NaN	NaN	NaN	0.06
734602.4937	CSM	fix	0.576	0.000	1.000	0.95
734602.4937	CSM	sacc	2.276	0.670	0.000	0.99
734602.4937	CSM	spem	2.499	0.793	0.000	0.98
734602.4937	CSM	vergst	4.010	0.098	0.000	0.98
734602.4937	CSM	vergtr	3.990	0.074	0.000	0.97
734602.5021	CSM	fix	0.670	0.000	1.000	0.73
734602.5021	CSM	sacc	2.195	0.585	0.000	0.74
734602.5021	CSM	spem	2.515	0.645	0.000	0.63
734602.5021	CSM	vergst	0.691	0.107	0.052	0.80
734602.5021	CSM	vergtr	0.733	0.138	0.000	0.87
734602.5077	CSM	fix	0.611	0.000	1.000	0.95
734602.5077	CSM	sacc	2.278	0.631	0.000	0.98
734602.5077	CSM	spem	3.007	0.636	0.000	0.80
734602.5077	CSM	vergst	3.510	0.076	0.002	0.79
734602.5077	CSM	vergtr	2.582	0.216	0.000	0.86
734602.5265	CSM	fix	0.365	0.000	1.000	0.97
734602.5265	CSM	sacc	2.087	0.708	0.000	1.00
734602.5265	CSM	spem	2.104	0.849	0.000	1.00
734602.5265	CSM	vergst	3.895	0.071	0.008	0.99
734602.5265	CSM	vergtr	2.709	0.044	0.205	0.98
734602.5332	CSM	fix	0.621	0.000	1.000	0.97
734602.5332	CSM	sacc	2.270	0.640	0.000	0.98
734602.5332	CSM	spem	2.108	0.846	0.000	0.99
734602.5332	CSM	vergst	0.692	0.163	0.062	0.99
734602.5332	CSM	vergtr	0.667	0.085	0.000	0.99
734602.5406	CSM	fix	0.571	0.000	1.000	0.97
734602.5406	CSM	sacc	2.183	0.659	0.000	1.00
734602.5406	CSM	spem	1.969	0.871	0.000	1.00
734602.5406	CSM	vergst	3.881	0.044	0.343	0.94
734602.5406	CSM	vergtr	2.525	0.155	0.005	0.99
734602.5525	CSM	fix	0.325	0.000	1.000	0.86
734602.5525	CSM	sacc	2.342	0.642	0.000	0.98
734602.5525	CSM	spem	2.630	0.714	0.000	0.99
734602.5525	CSM	vergst	3.249	0.057	0.053	0.98
734602.5525	CSM	vergtr	3.247	0.035	0.042	0.98
734602.5598	CSM	fix	0.720	0.000	1.000	0.89
734602.5598	CSM	sacc	2.243	0.644	0.000	0.97
734602.5598	CSM	spem	2.670	0.678	0.000	0.99
734602.5598	CSM	vergst	0.771	0.096	0.000	0.92
734602.5598	CSM	vergtr	0.800	0.162	0.001	0.96
734602.5675	CSM	fix	0.593	0.000	1.000	0.94
734602.5675	CSM	sacc	2.285	0.622	0.000	0.97
734602.5675	CSM	spem	2.676	0.656	0.000	0.99
734602.5675	CSM	vergst	2.738	0.064	0.141	0.98
734602.5675	CSM	vergtr	2.438	0.164	0.000	0.98
734602.5854	CSM	fix	0.780	0.000	1.000	0.91
734602.5854	CSM	sacc	2.485	0.557	0.000	0.98
734602.5854	CSM	spem	2.731	0.686	0.000	0.94
734602.5854	CSM	vergst	3.054	0.091	0.000	0.94
734602.5854	CSM	vergtr	2.443	0.111	0.249	0.98
734602.5953	CSM	fix	0.596	0.000	1.000	0.93
734602.5953	CSM	sacc	2.430	0.563	0.000	0.85
734602.5953	CSM	spem	2.223	0.812	0.000	0.99
734602.5953	CSM	vergst	0.636	0.150	0.000	0.99
734602.5953	CSM	vergtr	0.621	0.218	0.000	1.00
734602.6029	CSM	fix	0.484	0.000	1.000	0.99
734602.6029	CSM	sacc	2.187	0.667	0.000	1.00
734602.6029	CSM	spem	2.147	0.825	0.000	1.00
734602.6029	CSM	vergst	3.530	0.037	0.114	0.99
734602.6029	CSM	vergtr	2.729	0.199	0.000	1.00
734603.3738	sol	fix	NaN	NaN	NaN	0.00
734603.3738	sol	sacc	NaN	NaN	NaN	0.00
734603.3738	sol	spem	NaN	NaN	NaN	0.00
734603.3738	sol	vergst	NaN	NaN	NaN	0.00
734603.3738	sol	vergtr	NaN	NaN	NaN	0.00
734603.397 	sol	fix	0.295	0.000	1.000	0.97
734603.397 	sol	sacc	1.891	0.751	0.000	0.97
734603.397 	sol	spem	2.175	0.794	0.000	0.93
734603.397 	sol	vergst	3.267	0.039	0.110	0.97
734603.397 	sol	vergtr	3.276	0.038	0.362	0.96
734603.404 	sol	fix	0.428	0.000	1.000	0.86
734603.404 	sol	sacc	NaN	NaN	NaN	0.70
734603.404 	sol	spem	NaN	NaN	NaN	0.67
734603.404 	sol	vergst	0.466	0.084	0.232	0.74
734603.404 	sol	vergtr	0.500	0.114	0.000	0.83
734603.4158	sol	fix	0.357	0.000	1.000	0.92
734603.4158	sol	sacc	1.833	0.741	0.000	0.93
734603.4158	sol	spem	1.980	0.838	0.000	0.87
734603.4158	sol	vergst	3.573	0.072	0.006	0.94
734603.4158	sol	vergtr	2.374	0.193	0.003	0.90
734603.4272	sol	fix	0.372	0.000	1.000	0.93
734603.4272	sol	sacc	1.977	0.640	0.000	0.84
734603.4272	sol	spem	2.404	0.701	0.000	0.70
734603.4272	sol	vergst	0.402	0.056	0.002	0.92
734603.4272	sol	vergtr	0.432	0.043	0.248	0.89
734603.4357	sol	fix	0.307	0.000	1.000	0.89
734603.4357	sol	sacc	1.960	0.682	0.000	0.91
734603.4357	sol	spem	2.085	0.805	0.000	0.80
734603.4357	sol	vergst	3.511	0.040	0.043	0.92
734603.4357	sol	vergtr	2.093	0.234	0.000	0.88
734603.4511	sol	fix	0.109	0.000	1.000	1.00
734603.4511	sol	sacc	1.827	0.763	0.000	0.98
734603.4511	sol	spem	1.799	0.842	0.000	0.88
734603.4511	sol	vergst	3.384	0.074	0.164	0.97
734603.4511	sol	vergtr	3.386	0.026	0.281	0.90
734603.4616	sol	fix	0.235	0.000	1.000	0.85
734603.4616	sol	sacc	1.871	0.636	0.000	0.63
734603.4616	sol	spem	1.859	0.756	0.000	0.64
734603.4616	sol	vergst	0.275	0.181	0.009	0.52
734603.4616	sol	vergtr	0.295	0.123	0.008	0.79
734603.4673	sol	fix	0.690	0.000	1.000	0.75
734603.4673	sol	sacc	2.134	0.571	0.000	0.66
734603.4673	sol	spem	2.171	0.575	0.000	0.50
734603.4673	sol	vergst	3.004	0.042	0.041	0.46
734603.4673	sol	vergtr	2.523	0.209	0.000	0.44
734603.4842	sol	fix	NaN	NaN	NaN	0.34
734603.4842	sol	sacc	2.314	0.316	0.000	0.28
734603.4842	sol	spem	2.094	0.630	0.000	0.41
734603.4842	sol	vergst	NaN	NaN	NaN	0.46
734603.4842	sol	vergtr	NaN	NaN	NaN	0.40
734603.491 	sol	fix	NaN	NaN	NaN	0.30
734603.491 	sol	sacc	5.614	0.228	0.233	0.27
734603.491 	sol	spem	2.778	0.374	0.000	0.30
734603.491 	sol	vergst	2.750	0.100	0.010	0.31
734603.491 	sol	vergtr	3.835	0.111	0.000	0.24
734603.5039	CSM	fix	0.330	0.000	1.000	0.89
734603.5039	CSM	sacc	2.165	0.652	0.000	0.93
734603.5039	CSM	spem	2.384	0.768	0.000	0.92
734603.5039	CSM	vergst	3.485	0.048	0.003	0.91
734603.5039	CSM	vergtr	3.486	0.040	0.148	0.92
734603.5117	CSM	fix	1.199	0.000	1.000	0.82
734603.5117	CSM	sacc	2.714	0.499	0.000	0.92
734603.5117	CSM	spem	2.583	0.744	0.000	0.86
734603.5117	CSM	vergst	1.244	0.024	0.032	0.85
734603.5117	CSM	vergtr	1.246	0.027	0.166	0.89
734603.5196	CSM	fix	0.992	0.000	1.000	0.82
734603.5196	CSM	sacc	2.501	0.550	0.000	0.91
734603.5196	CSM	spem	2.426	0.766	0.000	0.82
734603.5196	CSM	vergst	3.816	0.056	0.095	0.84
734603.5196	CSM	vergtr	2.636	0.205	0.000	0.88
734603.5346	CSM	fix	1.287	0.000	1.000	0.75
734603.5346	CSM	sacc	2.454	0.584	0.000	0.92
734603.5346	CSM	spem	2.065	0.775	0.000	0.81
734603.5346	CSM	vergst	1.312	0.105	0.000	0.66
734603.5346	CSM	vergtr	1.316	0.066	0.088	0.64
734603.5421	CSM	fix	1.377	0.000	1.000	0.85
734603.5421	CSM	sacc	2.327	0.619	0.000	0.94
734603.5421	CSM	spem	2.172	0.834	0.000	0.88
734603.5421	CSM	vergst	3.949	0.019	0.270	0.89
734603.5421	CSM	vergtr	2.603	0.094	0.000	0.88
734603.5662	CSM	fix	0.857	0.000	1.000	0.74
734603.5662	CSM	sacc	2.162	0.672	0.000	0.85
734603.5662	CSM	spem	2.392	0.738	0.000	0.81
734603.5662	CSM	vergst	3.831	0.028	0.201	0.77
734603.5662	CSM	vergtr	3.830	0.022	0.205	0.70
734603.5744	CSM	fix	0.561	0.000	1.000	0.97
734603.5744	CSM	sacc	2.194	0.666	0.000	0.99
734603.5744	CSM	spem	2.693	0.746	0.000	1.00
734603.5744	CSM	vergst	0.598	0.107	0.000	0.90
734603.5744	CSM	vergtr	0.622	0.139	0.000	0.94
734603.5847	CSM	fix	0.365	0.000	1.000	0.82
734603.5847	CSM	sacc	2.171	0.655	0.000	0.93
734603.5847	CSM	spem	2.601	0.721	0.000	0.95
734603.5847	CSM	vergst	3.413	0.050	0.090	0.68
734603.5847	CSM	vergtr	2.515	0.178	0.000	0.85
734603.596 	CSM	fix	0.256	0.000	1.000	0.97
734603.596 	CSM	sacc	2.269	0.662	0.000	1.00
734603.596 	CSM	spem	2.289	0.816	0.000	1.00
734603.596 	CSM	vergst	0.302	0.149	0.001	1.00
734603.596 	CSM	vergtr	0.359	0.079	0.001	1.00
734603.604 	CSM	fix	0.145	0.000	1.000	1.00
734603.604 	CSM	sacc	2.099	0.688	0.000	1.00
734603.604 	CSM	spem	2.044	0.846	0.000	0.99
734603.604 	CSM	vergst	3.811	0.026	0.169	1.00
734603.604 	CSM	vergtr	2.654	0.221	0.000	0.99
734644.386 	sol	fix	NaN	NaN	NaN	0.00
734644.386 	sol	sacc	NaN	NaN	NaN	0.00
734644.386 	sol	spem	NaN	NaN	NaN	0.00
734644.386 	sol	vergst	NaN	NaN	NaN	0.00
734644.386 	sol	vergtr	NaN	NaN	NaN	0.00
734644.4168	sol	fix	0.151	0.000	1.000	0.97
734644.4168	sol	sacc	1.954	0.761	0.000	0.96
734644.4168	sol	spem	1.996	0.859	0.000	0.90
734644.4168	sol	vergst	3.981	0.044	0.081	0.95
734644.4168	sol	vergtr	3.981	0.018	0.333	0.78
734644.4259	sol	fix	0.420	0.000	1.000	0.88
734644.4259	sol	sacc	1.887	0.583	0.000	0.66
734644.4259	sol	spem	2.269	0.825	0.000	0.79
734644.4259	sol	vergst	0.471	0.135	0.128	0.76
734644.4259	sol	vergtr	0.493	0.139	0.000	0.86
734644.4331	sol	fix	0.187	0.000	1.000	0.96
734644.4331	sol	sacc	1.923	0.778	0.000	0.96
734644.4331	sol	spem	1.835	0.878	0.000	0.91
734644.4331	sol	vergst	3.921	0.043	0.047	0.95
734644.4331	sol	vergtr	3.049	0.241	0.000	0.94
734644.4438	sol	fix	0.274	0.000	1.000	0.87
734644.4438	sol	sacc	2.168	0.714	0.000	0.84
734644.4438	sol	spem	1.985	0.858	0.000	0.89
734644.4438	sol	vergst	0.334	0.119	0.066	0.72
734644.4438	sol	vergtr	0.402	0.130	0.219	0.93
734644.4681	sol	fix	0.208	0.000	1.000	0.92
734644.4681	sol	sacc	1.881	0.768	0.000	0.93
734644.4681	sol	spem	1.809	0.877	0.000	0.98
734644.4681	sol	vergst	0.298	0.166	0.007	0.96
734644.4681	sol	vergtr	0.306	0.109	0.002	0.81
734644.4808	sol	fix	NaN	NaN	NaN	0.18
734644.4808	sol	sacc	NaN	NaN	NaN	0.23
734644.4808	sol	spem	NaN	NaN	NaN	0.24
734644.4808	sol	vergst	NaN	NaN	NaN	0.11
734644.4808	sol	vergtr	NaN	NaN	NaN	0.24
734644.5055	sol	fix	0.126	0.000	1.000	0.88
734644.5055	sol	sacc	1.866	0.776	0.000	0.96
734644.5055	sol	spem	1.918	0.867	0.000	0.96
734644.5055	sol	vergst	3.870	0.035	0.198	0.97
734644.5055	sol	vergtr	2.949	0.189	0.053	0.97
734644.5514	CSM	fix	0.650	0.000	1.000	0.83
734644.5514	CSM	sacc	2.505	0.607	0.000	0.65
734644.5514	CSM	spem	2.469	0.749	0.000	0.76
734644.5514	CSM	vergst	3.625	0.040	0.023	0.58
734644.5514	CSM	vergtr	3.622	0.062	0.202	0.60
734644.5652	CSM	fix	1.098	0.000	1.000	0.66
734644.5652	CSM	sacc	2.356	0.656	0.000	0.84
734644.5652	CSM	spem	2.584	0.725	0.000	0.80
734644.5652	CSM	vergst	1.106	0.158	0.000	0.80
734644.5652	CSM	vergtr	1.132	0.054	0.196	0.82
734644.5921	CSM	fix	NaN	NaN	NaN	0.00
734644.5921	CSM	sacc	NaN	NaN	NaN	0.00
734644.5921	CSM	spem	NaN	NaN	NaN	0.00
734644.5921	CSM	vergst	NaN	NaN	NaN	0.00
734644.5921	CSM	vergtr	NaN	NaN	NaN	0.00
734644.611 	CSM	fix	NaN	NaN	NaN	0.00
734644.611 	CSM	sacc	NaN	NaN	NaN	0.00
734644.611 	CSM	spem	NaN	NaN	NaN	0.00
734644.611 	CSM	vergst	NaN	NaN	NaN	0.00
734644.611 	CSM	vergtr	NaN	NaN	NaN	0.00
734644.6173	CSM	fix	1.375	0.000	1.000	0.12
734644.6173	CSM	sacc	2.559	0.520	0.000	0.28
734644.6173	CSM	spem	3.113	0.646	0.000	0.40
734644.6173	CSM	vergst	4.522	0.079	0.021	0.16
734644.6173	CSM	vergtr	3.677	0.098	0.241	0.07
734645.4767	sol	fix	0.287	0.000	1.000	0.89
734645.4767	sol	sacc	1.898	0.756	0.000	0.94
734645.4767	sol	spem	1.868	0.858	0.000	0.97
734645.4767	sol	vergst	3.393	0.051	0.163	0.96
734645.4767	sol	vergtr	3.400	0.017	0.339	0.96
734645.4881	sol	fix	0.186	0.000	1.000	0.99
734645.4881	sol	sacc	1.838	0.754	0.000	1.00
734645.4881	sol	spem	1.770	0.870	0.000	1.00
734645.4881	sol	vergst	0.230	0.273	0.000	0.99
734645.4881	sol	vergtr	0.291	0.075	0.038	0.99
734645.5107	sol	fix	0.161	0.000	1.000	0.99
734645.5107	sol	sacc	1.816	0.760	0.000	0.97
734645.5107	sol	spem	1.711	0.854	0.000	0.89
734645.5107	sol	vergst	3.204	0.061	0.032	0.99
734645.5107	sol	vergtr	2.556	0.202	0.224	1.00
734645.52  	sol	fix	0.095	0.000	1.000	1.00
734645.52  	sol	sacc	1.876	0.731	0.000	0.96
734645.52  	sol	spem	1.834	0.843	0.000	0.91
734645.52  	sol	vergst	0.187	0.335	0.000	0.99
734645.52  	sol	vergtr	0.238	0.186	0.069	1.00
734645.5381	sol	fix	0.097	0.000	1.000	0.99
734645.5381	sol	sacc	1.802	0.765	0.000	1.00
734645.5381	sol	spem	1.545	0.902	0.000	1.00
734645.5381	sol	vergst	3.361	0.025	0.251	1.00
734645.5381	sol	vergtr	2.513	0.192	0.000	1.00
734645.5547	CSM	fix	0.637	0.000	1.000	0.98
734645.5547	CSM	sacc	2.130	0.688	0.000	0.99
734645.5547	CSM	spem	2.343	0.767	0.000	0.99
734645.5547	CSM	vergst	3.166	0.032	0.161	0.99
734645.5547	CSM	vergtr	3.169	0.034	0.036	0.99
734645.5672	CSM	fix	0.578	0.000	1.000	0.96
734645.5672	CSM	sacc	2.107	0.693	0.000	1.00
734645.5672	CSM	spem	2.418	0.759	0.000	1.00
734645.5672	CSM	vergst	0.627	0.137	0.002	0.99
734645.5672	CSM	vergtr	0.616	0.051	0.009	0.98
734645.5907	CSM	fix	0.362	0.000	1.000	0.98
734645.5907	CSM	sacc	1.982	0.729	0.000	1.00
734645.5907	CSM	spem	2.240	0.787	0.000	1.00
734645.5907	CSM	vergst	3.065	0.051	0.081	0.99
734645.5907	CSM	vergtr	2.685	0.219	0.000	0.98
734645.5986	CSM	fix	0.382	0.000	1.000	0.98
734645.5986	CSM	sacc	2.046	0.712	0.000	0.98
734645.5986	CSM	spem	2.220	0.793	0.000	0.99
734645.5986	CSM	vergst	0.449	0.235	0.000	0.99
734645.5986	CSM	vergtr	0.459	0.159	0.072	0.99
734645.6126	CSM	fix	0.377	0.000	1.000	0.97
734645.6126	CSM	sacc	2.108	0.691	0.000	1.00
734645.6126	CSM	spem	2.325	0.777	0.000	1.00
734645.6126	CSM	vergst	3.278	0.029	0.269	0.99
734645.6126	CSM	vergtr	2.652	0.122	0.000	0.99
734672.3893	sol	fix	NaN	NaN	NaN	0.00
734672.3893	sol	sacc	NaN	NaN	NaN	0.00
734672.3893	sol	spem	NaN	NaN	NaN	0.00
734672.3893	sol	vergst	NaN	NaN	NaN	0.00
734672.3893	sol	vergtr	NaN	NaN	NaN	0.00
734672.3963	sol	fix	0.508	0.000	1.000	0.70
734672.3963	sol	sacc	1.883	0.721	0.000	0.86
734672.3963	sol	spem	1.963	0.831	0.000	0.84
734672.3963	sol	vergst	0.540	0.044	0.012	0.81
734672.3963	sol	vergtr	0.569	0.094	0.000	0.86
734672.4118	sol	fix	1.449	0.000	1.000	0.70
734672.4118	sol	sacc	2.456	0.576	0.000	0.64
734672.4118	sol	spem	2.277	0.730	0.000	0.62
734672.4118	sol	vergst	4.072	0.074	0.000	0.80
734672.4118	sol	vergtr	3.088	0.198	0.014	0.73
734672.4216	sol	fix	0.897	0.000	1.000	0.78
734672.4216	sol	sacc	2.186	0.602	0.000	0.71
