run	target	task	rms	r	p	q
734595.5447	CSM	spem	4.842	0.746	0.000	0.97
734595.5447	CSM	vergst	6.293	0.037	0.004	1.00
734595.5447	CSM	vergtr	6.314	0.023	0.428	0.99
734595.5522	CSM	fix	1.376	0.000	1.000	0.94
734595.5522	CSM	sacc	4.661	0.537	0.000	0.95
734595.5522	CSM	spem	5.890	0.571	0.000	0.97
734595.5522	CSM	vergst	1.419	0.112	0.002	0.98
734595.5522	CSM	vergtr	1.416	0.115	0.000	0.96
734595.5596	CSM	fix	0.726	0.000	1.000	0.94
734595.5596	CSM	sacc	4.694	0.565	0.000	0.97
734595.5596	CSM	spem	5.693	0.605	0.000	1.00
734595.5596	CSM	vergst	6.040	0.087	0.000	0.96
734595.5596	CSM	vergtr	4.075	0.226	0.000	0.86
734595.5674	CSM	fix	0.673	0.000	1.000	0.98
734595.5674	CSM	sacc	4.510	0.635	0.000	1.00
734595.5674	CSM	spem	4.376	0.793	0.000	1.00
734595.5674	CSM	vergst	0.764	0.133	0.000	1.00
734595.5674	CSM	vergtr	0.774	0.149	0.000	1.00
734595.5752	CSM	fix	0.846	0.000	1.000	0.99
734595.5752	CSM	sacc	4.474	0.623	0.000	1.00
734595.5752	CSM	spem	4.060	0.828	0.000	1.00
734595.5752	CSM	vergst	6.130	0.044	0.002	1.00
734595.5752	CSM	vergtr	4.751	0.136	0.000	1.00
734596.3866	sol	fix	0.965	0.000	1.000	0.99
734596.3866	sol	sacc	3.935	0.735	0.000	0.95
734596.3866	sol	spem	3.749	0.861	0.000	0.92
734596.3866	sol	vergst	6.573	0.044	0.028	0.98
734596.3866	sol	vergtr	6.607	0.014	0.324	0.99
734596.4057	sol	fix	0.636	0.000	1.000	0.97
734596.4057	sol	sacc	4.064	0.739	0.000	0.97
734596.4057	sol	spem	3.798	0.867	0.000	0.97
734596.4057	sol	vergst	0.718	0.061	0.036	0.97
734596.4057	sol	vergtr	0.797	0.027	0.140	0.97
734596.413 	sol	fix	0.505	0.000	1.000	0.98
734596.413 	sol	sacc	4.110	0.757	0.000	0.99
734596.413 	sol	spem	3.712	0.880	0.000	0.98
734596.413 	sol	vergst	8.041	0.055	0.117	0.98
734596.413 	sol	vergtr	6.263	0.200	0.108	0.99
734596.4206	sol	fix	0.684	0.000	1.000	0.98
734596.4206	sol	sacc	4.220	0.712	0.000	0.96
734596.4206	sol	spem	3.625	0.881	0.000	0.98
734596.4206	sol	vergst	0.829	0.095	0.001	0.98
734596.4206	sol	vergtr	0.832	0.035	0.233	0.98
734596.4285	sol	fix	0.551	0.000	1.000	0.98
734596.4285	sol	sacc	4.005	0.745	0.000	0.99
734596.4285	sol	spem	3.649	0.884	0.000	0.99
734596.4285	sol	vergst	7.897	0.054	0.033	0.98
734596.4285	sol	vergtr	5.763	0.223	0.000	0.99
734596.455 	sol	fix	0.604	0.000	1.000	0.97
734596.455 	sol	sacc	4.073	0.656	0.000	0.91
734596.455 	sol	spem	3.988	0.820	0.000	0.92
734596.455 	sol	vergst	7.465	0.051	0.001	0.91
734596.455 	sol	vergtr	7.454	0.015	0.371	0.97
734596.4623	sol	fix	1.090	0.000	1.000	0.82
734596.4623	sol	sacc	4.426	0.550	0.000	0.60
734596.4623	sol	spem	4.451	0.577	0.000	0.49
734596.4623	sol	vergst	1.229	0.177	0.016	0.82
734596.4623	sol	vergtr	1.167	0.097	0.000	0.82
734596.4702	sol	fix	1.374	0.000	1.000	0.66
734596.4702	sol	sacc	4.240	0.530	0.000	0.61
734596.4702	sol	spem	4.575	0.615	0.000	0.52
734596.4702	sol	vergst	8.079	0.035	0.100	0.66
734596.4702	sol	vergtr	5.455	0.135	0.002	0.77
734596.4839	sol	fix	1.111	0.000	1.000	0.80
734596.4839	sol	sacc	4.823	0.552	0.000	0.61
734596.4839	sol	spem	3.974	0.697	0.000	0.62
734596.4839	sol	vergst	1.166	0.198	0.046	0.57
734596.4839	sol	vergtr	1.140	0.141	0.000	0.41
734596.4915	sol	fix	2.164	0.000	1.000	0.69
734596.4915	sol	sacc	5.881	0.510	0.000	0.64
734596.4915	sol	spem	5.676	0.715	0.000	0.66
734596.4915	sol	vergst	10.135	0.042	0.451	0.62
734596.4915	sol	vergtr	7.187	0.123	0.002	0.59
734596.5041	CSM	fix	0.695	0.000	1.000	0.97
734596.5041	CSM	sacc	4.412	0.702	0.000	0.99
734596.5041	CSM	spem	4.987	0.760	0.000	0.99
734596.5041	CSM	vergst	7.178	0.062	0.024	0.99
734596.5041	CSM	vergtr	7.207	0.012	0.325	0.99
734596.5117	CSM	fix	0.861	0.000	1.000	0.98
734596.5117	CSM	sacc	4.137	0.655	0.000	0.90
734596.5117	CSM	spem	5.031	0.684	0.000	0.83
734596.5117	CSM	vergst	0.945	0.088	0.000	1.00
734596.5117	CSM	vergtr	0.958	0.125	0.002	1.00
734596.5206	CSM	fix	0.656	0.000	1.000	0.99
734596.5206	CSM	sacc	4.244	0.630	0.000	0.89
734596.5206	CSM	spem	4.885	0.689	0.000	0.83
734596.5206	CSM	vergst	5.900	0.045	0.120	1.00
734596.5206	CSM	vergtr	5.250	0.078	0.000	1.00
734596.5376	CSM	fix	1.341	0.000	1.000	0.74
734596.5376	CSM	sacc	4.330	0.650	0.000	0.89
734596.5376	CSM	spem	4.590	0.740	0.000	0.82
734596.5376	CSM	vergst	1.460	0.075	0.020	1.00
734596.5376	CSM	vergtr	1.548	0.085	0.000	1.00
734596.5439	CSM	fix	0.639	0.000	1.000	0.99
734596.5439	CSM	sacc	4.307	0.639	0.000	0.91
734596.5439	CSM	spem	4.855	0.753	0.000	0.85
734596.5439	CSM	vergst	7.625	0.062	0.050	1.00
734596.5439	CSM	vergtr	5.403	0.133	0.000	1.00
734596.5592	CSM	fix	2.023	0.000	1.000	0.68
734596.5592	CSM	sacc	4.956	0.484	0.000	0.75
734596.5592	CSM	spem	6.505	0.502	0.000	0.76
734596.5592	CSM	vergst	6.802	0.067	0.039	0.61
734596.5592	CSM	vergtr	6.785	0.057	0.043	0.77
734596.5673	CSM	fix	2.489	0.000	1.000	0.72
734596.5673	CSM	sacc	5.184	0.401	0.000	0.70
734596.5673	CSM	spem	7.746	0.225	0.000	0.57
734596.5673	CSM	vergst	2.456	0.097	0.005	0.59
734596.5673	CSM	vergtr	2.540	0.102	0.078	0.72
734596.5737	CSM	fix	2.295	0.000	1.000	0.61
734596.5737	CSM	sacc	6.089	0.193	0.002	0.63
734596.5737	CSM	spem	8.123	0.110	0.197	0.52
734596.5737	CSM	vergst	4.086	0.168	0.000	0.67
734596.5737	CSM	vergtr	4.250	0.218	0.000	0.55
734596.5886	CSM	fix	4.174	0.000	1.000	0.60
734596.5886	CSM	sacc	5.621	0.349	0.000	0.52
734596.5886	CSM	spem	7.296	0.332	0.000	0.59
734596.5886	CSM	vergst	4.254	0.174	0.213	0.52
734596.5886	CSM	vergtr	4.209	0.116	0.000	0.50
734596.5962	CSM	fix	2.388	0.000	1.000	0.89
734596.5962	CSM	sacc	5.524	0.440	0.000	0.82
734596.5962	CSM	spem	5.948	0.580	0.000	0.85
734596.5962	CSM	vergst	6.266	0.083	0.050	0.86
734596.5962	CSM	vergtr	5.199	0.071	0.001	0.81
734602.3819	sol	fix	1.327	0.000	1.000	0.86
734602.3819	sol	sacc	3.803	0.672	0.000	0.83
734602.3819	sol	spem	3.920	0.832	0.000	0.86
734602.3819	sol	vergst	8.235	0.126	0.000	0.83
734602.3819	sol	vergtr	8.204	0.038	0.023	0.86
734602.3895	sol	fix	1.568	0.000	1.000	0.79
734602.3895	sol	sacc	4.054	0.651	0.000	0.84
734602.3895	sol	spem	4.169	0.753	0.000	0.66
734602.3895	sol	vergst	1.660	0.086	0.134	0.97
734602.3895	sol	vergtr	1.635	0.035	0.040	0.85
734602.3969	sol	fix	2.655	0.000	1.000	0.54
734602.3969	sol	sacc	4.983	0.622	0.000	0.59
734602.3969	sol	spem	NaN	NaN	NaN	0.53
734602.3969	sol	vergst	NaN	NaN	NaN	0.51
734602.3969	sol	vergtr	7.473	0.218	0.000	0.54
734602.4106	sol	fix	2.033	0.000	1.000	0.54
734602.4106	sol	sacc	4.430	0.656	0.000	0.67
734602.4106	sol	spem	3.631	0.862	0.000	0.86
734602.4106	sol	vergst	2.123	0.085	0.225	0.52
734602.4106	sol	vergtr	2.059	0.097	0.233	0.41
734602.4197	sol	fix	1.507	0.000	1.000	0.39
734602.4197	sol	sacc	3.944	0.616	0.000	0.51
734602.4197	sol	spem	3.515	0.739	0.000	0.56
734602.4197	sol	vergst	7.950	0.044	0.020	0.57
734602.4197	sol	vergtr	5.803	0.213	0.000	0.62
734602.4434	sol	fix	0.860	0.000	1.000	0.98
734602.4434	sol	sacc	4.275	0.691	0.000	1.00
734602.4434	sol	spem	4.312	0.819	0.000	0.99
734602.4434	sol	vergst	6.838	0.052	0.190	0.98
734602.4434	sol	vergtr	6.846	0.053	0.198	0.99
734602.4498	sol	fix	1.046	0.000	1.000	0.98
734602.4498	sol	sacc	4.661	0.593	0.000	0.96
734602.4498	sol	spem	5.005	0.748	0.000	0.95
734602.4498	sol	vergst	1.153	0.100	0.171	0.95
734602.4498	sol	vergtr	1.183	0.050	0.163	0.95
734602.4575	sol	fix	1.492	0.000	1.000	0.90
734602.4575	sol	sacc	4.801	0.589	0.000	0.94
734602.4575	sol	spem	5.113	0.729	0.000	0.86
734602.4575	sol	vergst	7.250	0.162	0.000	0.86
734602.4575	sol	vergtr	5.407	0.206	0.000	0.92
734602.4757	sol	fix	0.538	0.000	1.000	0.72
734602.4757	sol	sacc	NaN	NaN	NaN	0.57
734602.4757	sol	spem	NaN	NaN	NaN	0.61
734602.4757	sol	vergst	0.596	0.120	0.077	0.67
734602.4757	sol	vergtr	0.746	0.133	0.065	0.60
734602.4813	sol	fix	9.444	0.000	1.000	0.23
734602.4813	sol	sacc	NaN	NaN	NaN	0.09
734602.4813	sol	spem	8.598	0.258	0.000	0.24
734602.4813	sol	vergst	9.249	0.075	0.073	0.16
734602.4813	sol	vergtr	NaN	NaN	NaN	0.06
734602.4937	CSM	fix	1.099	0.000	1.000	0.95
734602.4937	CSM	sacc	4.643	0.660	0.000	0.99
734602.4937	CSM	spem	5.114	0.785	0.000	0.98
734602.4937	CSM	vergst	8.083	0.092	0.000	0.98
734602.4937	CSM	vergtr	8.129	0.069	0.000	0.97
734602.5021	CSM	fix	1.238	0.000	1.000	0.73
734602.5021	CSM	sacc	4.363	0.569	0.000	0.74
734602.5021	CSM	spem	4.940	0.625	0.000	0.63
734602.5021	CSM	vergst	1.319	0.092	0.000	0.80
734602.5021	CSM	vergtr	1.307	0.130	0.000	0.87
734602.5077	CSM	fix	1.025	0.000	1.000	0.95
734602.5077	CSM	sacc	4.585	0.625	0.000	0.98
734602.5077	CSM	spem	5.814	0.622	0.000	0.80
734602.5077	CSM	vergst	6.678	0.074	0.060	0.79
734602.5077	CSM	vergtr	4.983	0.218	0.000	0.86
734602.5265	CSM	fix	0.748	0.000	1.000	0.97
734602.5265	CSM	sacc	4.262	0.698	0.000	1.00
734602.5265	CSM	spem	4.405	0.838	0.000	1.00
734602.5265	CSM	vergst	7.964	0.069	0.011	0.99
734602.5265	CSM	vergtr	5.503	0.044	0.180	0.98
734602.5332	CSM	fix	1.171	0.000	1.000	0.97
734602.5332	CSM	sacc	4.620	0.630	0.000	0.98
734602.5332	CSM	spem	4.367	0.835	0.000	0.99
734602.5332	CSM	vergst	1.183	0.166	0.002	0.99
734602.5332	CSM	vergtr	1.290	0.091	0.000	0.99
734602.5406	CSM	fix	1.064	0.000	1.000	0.97
734602.5406	CSM	sacc	4.465	0.648	0.000	1.00
734602.5406	CSM	spem	4.132	0.860	0.000	1.00
734602.5406	CSM	vergst	7.947	0.043	0.358	0.94
734602.5406	CSM	vergtr	5.265	0.153	0.006	0.99
734602.5525	CSM	fix	0.650	0.000	1.000	0.86
734602.5525	CSM	sacc	4.718	0.637	0.000	0.98
734602.5525	CSM	spem	5.324	0.709	0.000	0.99
734602.5525	CSM	vergst	6.582	0.057	0.046	0.98
734602.5525	CSM	vergtr	6.599	0.035	0.040	0.98
734602.5598	CSM	fix	1.485	0.000	1.000	0.89
734602.5598	CSM	sacc	4.525	0.637	0.000	0.97
734602.5598	CSM	spem	5.389	0.673	0.000	0.99
734602.5598	CSM	vergst	1.531	0.094	0.000	0.92
734602.5598	CSM	vergtr	1.547	0.158	0.013	0.96
734602.5675	CSM	fix	1.162	0.000	1.000	0.94
734602.5675	CSM	sacc	4.624	0.613	0.000	0.97
734602.5675	CSM	spem	5.407	0.649	0.000	0.99
734602.5675	CSM	vergst	5.547	0.063	0.139	0.98
734602.5675	CSM	vergtr	5.109	0.161	0.000	0.98
734602.5854	CSM	fix	1.656	0.000	1.000	0.91
734602.5854	CSM	sacc	4.997	0.554	0.000	0.98
734602.5854	CSM	spem	5.486	0.682	0.000	0.94
734602.5854	CSM	vergst	6.289	0.088	0.000	0.94
734602.5854	CSM	vergtr	5.044	0.116	0.095	0.98
734602.5953	CSM	fix	1.276	0.000	1.000	0.93
734602.5953	CSM	sacc	4.930	0.556	0.000	0.85
734602.5953	CSM	spem	4.524	0.808	0.000	0.99
734602.5953	CSM	vergst	1.261	0.146	0.000	0.99
734602.5953	CSM	vergtr	1.349	0.199	0.000	1.00
734602.6029	CSM	fix	0.980	0.000	1.000	0.99
734602.6029	CSM	sacc	4.447	0.659	0.000	1.00
734602.6029	CSM	spem	4.408	0.817	0.000	1.00
734602.6029	CSM	vergst	7.176	0.037	0.060	0.99
734602.6029	CSM	vergtr	5.351	0.196	0.000	1.00
734603.3738	sol	fix	NaN	NaN	NaN	0.00
734603.3738	sol	sacc	NaN	NaN	NaN	0.00
734603.3738	sol	spem	NaN	NaN	NaN	0.00
734603.3738	sol	vergst	NaN	NaN	NaN	0.00
734603.3738	sol	vergtr	NaN	NaN	NaN	0.00
734603.397 	sol	fix	0.644	0.000	1.000	0.97
734603.397 	sol	sacc	3.866	0.736	0.000	0.97
734603.397 	sol	spem	4.375	0.783	0.000	0.93
734603.397 	sol	vergst	6.599	0.033	0.214	0.97
734603.397 	sol	vergtr	6.598	0.031	0.320	0.96
734603.404 	sol	fix	0.876	0.000	1.000	0.86
734603.404 	sol	sacc	NaN	NaN	NaN	0.70
734603.404 	sol	spem	NaN	NaN	NaN	0.67
734603.404 	sol	vergst	0.931	0.085	0.049	0.74
734603.404 	sol	vergtr	0.945	0.098	0.000	0.83
734603.4158	sol	fix	0.720	0.000	1.000	0.92
734603.4158	sol	sacc	3.729	0.712	0.000	0.93
734603.4158	sol	spem	3.895	0.831	0.000	0.87
734603.4158	sol	vergst	7.211	0.067	0.003	0.94
734603.4158	sol	vergtr	4.788	0.185	0.021	0.90
734603.4272	sol	fix	0.710	0.000	1.000	0.93
734603.4272	sol	sacc	3.977	0.616	0.000	0.84
734603.4272	sol	spem	4.748	0.680	0.000	0.70
734603.4272	sol	vergst	0.808	0.061	0.000	0.92
734603.4272	sol	vergtr	0.845	0.034	0.152	0.89
734603.4357	sol	fix	0.582	0.000	1.000	0.89
734603.4357	sol	sacc	3.961	0.651	0.000	0.91
734603.4357	sol	spem	4.170	0.790	0.000	0.80
734603.4357	sol	vergst	7.099	0.044	0.011	0.92
734603.4357	sol	vergtr	4.271	0.218	0.012	0.88
734603.4511	sol	fix	0.223	0.000	1.000	1.00
734603.4511	sol	sacc	3.728	0.753	0.000	0.98
734603.4511	sol	spem	3.639	0.824	0.000	0.88
734603.4511	sol	vergst	6.825	0.066	0.164	0.97
734603.4511	sol	vergtr	6.840	0.025	0.281	0.90
734603.4616	sol	fix	0.467	0.000	1.000	0.85
734603.4616	sol	sacc	3.818	0.604	0.000	0.63
734603.4616	sol	spem	3.590	0.696	0.000	0.64
734603.4616	sol	vergst	0.529	0.179	0.000	0.52
734603.4616	sol	vergtr	0.638	0.114	0.142	0.79
734603.4673	sol	fix	1.374	0.000	1.000	0.75
734603.4673	sol	sacc	4.041	0.552	0.000	0.66
734603.4673	sol	spem	4.131	0.527	0.000	0.50
734603.4673	sol	vergst	5.906	0.042	0.024	0.46
734603.4673	sol	vergtr	4.853	0.193	0.000	0.44
734603.4842	sol	fix	NaN	NaN	NaN	0.34
734603.4842	sol	sacc	4.371	0.309	0.000	0.28
734603.4842	sol	spem	4.100	0.521	0.000	0.41
734603.4842	sol	vergst	NaN	NaN	NaN	0.46
734603.4842	sol	vergtr	NaN	NaN	NaN	0.40
734603.491 	sol	fix	NaN	NaN	NaN	0.30
734603.491 	sol	sacc	10.881	0.218	0.003	0.27
734603.491 	sol	spem	5.134	0.324	0.000	0.30
734603.491 	sol	vergst	5.169	0.064	0.004	0.31
734603.491 	sol	vergtr	8.565	0.094	0.036	0.24
734603.5039	CSM	fix	0.638	0.000	1.000	0.89
734603.5039	CSM	sacc	4.363	0.635	0.000	0.93
734603.5039	CSM	spem	4.827	0.762	0.000	0.92
734603.5039	CSM	vergst	7.097	0.044	0.002	0.91
734603.5039	CSM	vergtr	7.106	0.043	0.108	0.92
734603.5117	CSM	fix	2.275	0.000	1.000	0.82
734603.5117	CSM	sacc	5.470	0.488	0.000	0.92
734603.5117	CSM	spem	5.229	0.733	0.000	0.86
734603.5117	CSM	vergst	2.316	0.030	0.136	0.85
734603.5117	CSM	vergtr	2.353	0.023	0.162	0.89
734603.5196	CSM	fix	1.886	0.000	1.000	0.82
734603.5196	CSM	sacc	5.025	0.537	0.000	0.91
734603.5196	CSM	spem	4.804	0.760	0.000	0.82
734603.5196	CSM	vergst	7.691	0.051	0.082	0.84
734603.5196	CSM	vergtr	5.124	0.200	0.000	0.88
734603.5346	CSM	fix	2.371	0.000	1.000	0.75
734603.5346	CSM	sacc	4.967	0.576	0.000	0.92
734603.5346	CSM	spem	4.237	0.765	0.000	0.81
734603.5346	CSM	vergst	2.397	0.105	0.000	0.66
734603.5346	CSM	vergtr	2.429	0.061	0.052	0.64
734603.5421	CSM	fix	2.517	0.000	1.000	0.85
734603.5421	CSM	sacc	4.688	0.612	0.000	0.94
734603.5421	CSM	spem	4.297	0.833	0.000	0.88
734603.5421	CSM	vergst	8.006	0.020	0.273	0.89
734603.5421	CSM	vergtr	5.359	0.083	0.025	0.88
734603.5662	CSM	fix	1.623	0.000	1.000	0.74
734603.5662	CSM	sacc	4.389	0.643	0.000	0.85
734603.5662	CSM	spem	4.911	0.712	0.000	0.81
734603.5662	CSM	vergst	7.777	0.026	0.349	0.77
734603.5662	CSM	vergtr	7.788	0.018	0.364	0.70
734603.5744	CSM	fix	1.141	0.000	1.000	0.97
734603.5744	CSM	sacc	4.462	0.658	0.000	0.99
734603.5744	CSM	spem	5.462	0.742	0.000	1.00
734603.5744	CSM	vergst	1.217	0.105	0.000	0.90
734603.5744	CSM	vergtr	1.245	0.132	0.000	0.94
734603.5847	CSM	fix	0.650	0.000	1.000	0.82
734603.5847	CSM	sacc	4.432	0.640	0.000	0.93
734603.5847	CSM	spem	5.214	0.713	0.000	0.95
734603.5847	CSM	vergst	7.001	0.050	0.190	0.68
734603.5847	CSM	vergtr	5.281	0.179	0.000	0.85
734603.596 	CSM	fix	0.639	0.000	1.000	0.97
734603.596 	CSM	sacc	4.620	0.654	0.000	1.00
734603.596 	CSM	spem	4.687	0.809	0.000	1.00
734603.596 	CSM	vergst	0.785	0.139	0.003	1.00
734603.596 	CSM	vergtr	0.785	0.065	0.023	1.00
734603.604 	CSM	fix	0.310	0.000	1.000	1.00
734603.604 	CSM	sacc	4.265	0.680	0.000	1.00
734603.604 	CSM	spem	4.180	0.840	0.000	0.99
734603.604 	CSM	vergst	7.705	0.027	0.112	1.00
734603.604 	CSM	vergtr	5.165	0.218	0.000	0.99
734644.386 	sol	fix	NaN	NaN	NaN	0.00
734644.386 	sol	sacc	NaN	NaN	NaN	0.00
734644.386 	sol	spem	NaN	NaN	NaN	0.00
734644.386 	sol	vergst	NaN	NaN	NaN	0.00
734644.386 	sol	vergtr	NaN	NaN	NaN	0.00
734644.4168	sol	fix	0.594	0.000	1.000	0.97
734644.4168	sol	sacc	4.110	0.740	0.000	0.96
734644.4168	sol	spem	3.995	0.842	0.000	0.90
734644.4168	sol	vergst	8.206	0.031	0.318	0.95
734644.4168	sol	vergtr	8.205	0.017	0.467	0.78
734644.4259	sol	fix	1.040	0.000	1.000	0.88
734644.4259	sol	sacc	4.141	0.554	0.000	0.66
734644.4259	sol	spem	4.474	0.815	0.000	0.79
734644.4259	sol	vergst	1.123	0.090	0.212	0.76
734644.4259	sol	vergtr	1.157	0.106	0.000	0.86
734644.4331	sol	fix	0.578	0.000	1.000	0.96
734644.4331	sol	sacc	4.017	0.762	0.000	0.96
734644.4331	sol	spem	3.857	0.852	0.000	0.91
734644.4331	sol	vergst	8.086	0.046	0.015	0.95
734644.4331	sol	vergtr	6.236	0.236	0.000	0.94
734644.4438	sol	fix	0.955	0.000	1.000	0.87
734644.4438	sol	sacc	4.371	0.698	0.000	0.84
734644.4438	sol	spem	3.907	0.845	0.000	0.89
734644.4438	sol	vergst	1.019	0.052	0.224	0.72
734644.4438	sol	vergtr	1.101	0.052	0.152	0.93
734644.4681	sol	fix	0.931	0.000	1.000	0.92
734644.4681	sol	sacc	3.950	0.751	0.000	0.93
734644.4681	sol	spem	3.733	0.873	0.000	0.98
734644.4681	sol	vergst	1.022	0.071	0.077	0.96
734644.4681	sol	vergtr	1.034	0.040	0.252	0.81
734644.4808	sol	fix	NaN	NaN	NaN	0.18
734644.4808	sol	sacc	NaN	NaN	NaN	0.23
734644.4808	sol	spem	NaN	NaN	NaN	0.24
734644.4808	sol	vergst	NaN	NaN	NaN	0.11
734644.4808	sol	vergtr	NaN	NaN	NaN	0.24
734644.5055	sol	fix	0.562	0.000	1.000	0.88
734644.5055	sol	sacc	3.945	0.756	0.000	0.96
734644.5055	sol	spem	3.939	0.860	0.000	0.96
734644.5055	sol	vergst	7.990	0.035	0.192	0.97
734644.5055	sol	vergtr	6.043	0.185	0.057	0.97
734644.5514	CSM	fix	1.263	0.000	1.000	0.83
734644.5514	CSM	sacc	5.001	0.566	0.000	0.65
734644.5514	CSM	spem	4.874	0.730	0.000	0.76
734644.5514	CSM	vergst	7.438	0.034	0.063	0.58
734644.5514	CSM	vergtr	7.427	0.037	0.270	0.60
734644.5652	CSM	fix	1.897	0.000	1.000	0.66
734644.5652	CSM	sacc	4.884	0.617	0.000	0.84
734644.5652	CSM	spem	5.241	0.702	0.000	0.80
734644.5652	CSM	vergst	1.887	0.151	0.141	0.80
734644.5652	CSM	vergtr	1.983	0.050	0.006	0.82
734644.5921	CSM	fix	NaN	NaN	NaN	0.00
734644.5921	CSM	sacc	NaN	NaN	NaN	0.00
734644.5921	CSM	spem	NaN	NaN	NaN	0.00
734644.5921	CSM	vergst	NaN	NaN	NaN	0.00
734644.5921	CSM	vergtr	NaN	NaN	NaN	0.00
734644.611 	CSM	fix	NaN	NaN	NaN	0.00
734644.611 	CSM	sacc	NaN	NaN	NaN	0.00
734644.611 	CSM	spem	NaN	NaN	NaN	0.00
734644.611 	CSM	vergst	NaN	NaN	NaN	0.00
734644.611 	CSM	vergtr	NaN	NaN	NaN	0.00
734644.6173	CSM	fix	2.953	0.000	1.000	0.12
734644.6173	CSM	sacc	5.078	0.428	0.000	0.28
734644.6173	CSM	spem	5.662	0.568	0.000	0.40
734644.6173	CSM	vergst	9.008	0.060	0.005	0.16
734644.6173	CSM	vergtr	7.491	0.079	0.028	0.07
734645.4767	sol	fix	0.786	0.000	1.000	0.89
734645.4767	sol	sacc	3.979	0.737	0.000	0.94
734645.4767	sol	spem	3.797	0.854	0.000	0.97
734645.4767	sol	vergst	6.997	0.050	0.227	0.96
734645.4767	sol	vergtr	7.008	0.016	0.371	0.96
734645.4881	sol	fix	0.383	0.000	1.000	0.99
734645.4881	sol	sacc	3.846	0.735	0.000	1.00
734645.4881	sol	spem	3.586	0.868	0.000	1.00
734645.4881	sol	vergst	0.472	0.248	0.000	0.99
734645.4881	sol	vergtr	0.591	0.065	0.113	0.99
734645.5107	sol	fix	0.321	0.000	1.000	0.99
734645.5107	sol	sacc	3.775	0.733	0.000	0.97
734645.5107	sol	spem	3.420	0.839	0.000	0.89
734645.5107	sol	vergst	6.652	0.061	0.217	0.99
734645.5107	sol	vergtr	5.213	0.194	0.289	1.00
734645.52  	sol	fix	0.191	0.000	1.000	1.00
734645.52  	sol	sacc	3.906	0.709	0.000	0.96
734645.52  	sol	spem	3.678	0.837	0.000	0.91
734645.52  	sol	vergst	0.375	0.323	0.000	0.99
734645.52  	sol	vergtr	0.475	0.178	0.072	1.00
734645.5381	sol	fix	0.197	0.000	1.000	0.99
734645.5381	sol	sacc	3.777	0.746	0.000	1.00
734645.5381	sol	spem	3.125	0.899	0.000	1.00
734645.5381	sol	vergst	6.917	0.024	0.255	1.00
734645.5381	sol	vergtr	5.149	0.188	0.000	1.00
734645.5547	CSM	fix	1.407	0.000	1.000	0.98
734645.5547	CSM	sacc	4.423	0.671	0.000	0.99
734645.5547	CSM	spem	4.793	0.758	0.000	0.99
734645.5547	CSM	vergst	6.554	0.031	0.168	0.99
734645.5547	CSM	vergtr	6.559	0.030	0.067	0.99
734645.5672	CSM	fix	1.205	0.000	1.000	0.96
734645.5672	CSM	sacc	4.399	0.675	0.000	1.00
734645.5672	CSM	spem	4.962	0.752	0.000	1.00
734645.5672	CSM	vergst	1.306	0.134	0.001	0.99
734645.5672	CSM	vergtr	1.286	0.052	0.142	0.98
734645.5907	CSM	fix	0.973	0.000	1.000	0.98
734645.5907	CSM	sacc	4.132	0.711	0.000	1.00
734645.5907	CSM	spem	4.565	0.781	0.000	1.00
734645.5907	CSM	vergst	6.344	0.050	0.091	0.99
734645.5907	CSM	vergtr	5.495	0.211	0.000	0.98
734645.5986	CSM	fix	0.822	0.000	1.000	0.98
734645.5986	CSM	sacc	4.315	0.690	0.000	0.98
734645.5986	CSM	spem	4.575	0.781	0.000	0.99
734645.5986	CSM	vergst	0.949	0.210	0.000	0.99
734645.5986	CSM	vergtr	0.966	0.135	0.054	0.99
734645.6126	CSM	fix	0.893	0.000	1.000	0.97
734645.6126	CSM	sacc	4.407	0.670	0.000	1.00
734645.6126	CSM	spem	4.799	0.768	0.000	1.00
734645.6126	CSM	vergst	6.805	0.027	0.249	0.99
734645.6126	CSM	vergtr	5.461	0.118	0.001	0.99
734672.3893	sol	fix	NaN	NaN	NaN	0.00
734672.3893	sol	sacc	NaN	NaN	NaN	0.00
734672.3893	sol	spem	NaN	NaN	NaN	0.00
734672.3893	sol	vergst	NaN	NaN	NaN	0.00
734672.3893	sol	vergtr	NaN	NaN	NaN	0.00
734672.3963	sol	fix	1.030	0.000	1.000	0.70
734672.3963	sol	sacc	3.837	0.686	0.000	0.86
734672.3963	sol	spem	3.969	0.809	0.000	0.84
734672.3963	sol	vergst	1.095	0.037	0.193	0.81
734672.3963	sol	vergtr	1.156	0.089	0.000	0.86
734672.4118	sol	fix	2.370	0.000	1.000	0.70
734672.4118	sol	sacc	4.759	0.549	0.000	0.64
734672.4118	sol	spem	4.408	0.693	0.000	0.62
734672.4118	sol	vergst	8.275	0.069	0.020	0.80
734672.4118	sol	vergtr	6.103	0.198	0.010	0.73
734672.4216	sol	fix	1.407	0.000	1.000	0.78
734672.4216	sol	sacc	4.249	0.570	0.000	0.71
734672.4216	sol	spem	3.963	0.756	0.000	0.72
734672.4216	sol	vergst	1.457	0.051	0.012	0.78
734672.4216	sol	vergtr	1.480	0.053	0.000	0.84
734672.4389	sol	fix	1.640	0.000	1.000	0.75
734672.4389	sol	sacc	4.120	0.622	0.000	0.63
734672.4389	sol	spem	4.029	0.752	0.000	0.68
734672.4389	sol	vergst	8.276	0.072	0.004	0.63
